Dates,AAPL,AMZN
2015-11-12,28.93,33.28
2015-11-13,28.085,32.118
2015-11-16,28.544,32.39
2015-11-17,28.423,32.165
2015-11-18,29.323,33.177
2015-11-19,29.695,33.064
2015-11-20,29.825,33.423
2015-11-23,29.438,33.95
2015-11-24,29.72,33.558
2015-11-25,29.508,33.767
2015-11-27,29.453,33.663
2015-11-30,29.575,33.24
2015-12-01,29.335,33.953
2015-12-02,29.07,33.801
2015-12-03,28.8,33.313
2015-12-04,29.758,33.632
2015-12-07,29.57,33.492
2015-12-08,29.558,33.867
2015-12-09,28.905,33.24
2015-12-10,29.043,33.116
2015-12-11,28.295,32.008
2015-12-14,28.12,32.896
2015-12-15,27.623,32.932
2015-12-16,27.835,33.789
2015-12-17,27.245,33.533
2015-12-18,26.508,33.207
2015-12-21,26.833,33.226
2015-12-22,26.808,33.158
2015-12-23,27.153,33.185
2015-12-24,27.008,33.14
2015-12-28,26.705,33.76
2015-12-29,27.185,34.699
2015-12-30,26.83,34.454
2015-12-31,26.315,33.795
2016-01-04,26.338,31.85
2016-01-05,25.678,31.69
2016-01-06,25.175,31.633
2016-01-07,24.113,30.397
2016-01-08,24.24,30.353
2016-01-11,24.633,30.887
2016-01-12,24.99,30.895
2016-01-13,24.348,29.091
2016-01-14,24.88,29.65
2016-01-15,24.283,28.509
2016-01-19,24.165,28.724
2016-01-20,24.198,28.589
2016-01-21,24.075,28.751
2016-01-22,25.355,29.819
2016-01-25,24.86,29.827
2016-01-26,24.998,30.063
2016-01-27,23.355,29.168
2016-01-28,23.523,31.768
2016-01-29,24.335,29.35
2016-02-01,24.108,28.74
2016-02-02,23.62,27.605
2016-02-03,24.088,26.554
2016-02-04,24.15,26.813
2016-02-05,23.505,25.107
2016-02-08,23.753,24.405
2016-02-09,23.748,24.104
2016-02-10,23.568,24.524
2016-02-11,23.425,25.191
2016-02-12,23.498,25.354
2016-02-16,24.16,26.055
2016-02-17,24.53,26.705
2016-02-18,24.065,26.25
2016-02-19,24.01,26.745
2016-02-22,24.22,27.975
2016-02-23,23.673,27.647
2016-02-24,24.025,27.702
2016-02-25,24.19,27.758
2016-02-26,24.228,27.762
2016-02-29,24.173,27.626
2016-03-01,25.133,28.952
2016-03-02,25.188,29.011
2016-03-03,25.375,28.875
2016-03-04,25.753,28.757
2016-03-07,25.468,28.14
2016-03-08,25.258,28.013
2016-03-09,25.28,27.974
2016-03-10,25.293,27.946
2016-03-11,25.565,28.481
2016-03-14,25.63,28.669
2016-03-15,26.145,28.851
2016-03-16,26.493,28.714
2016-03-17,26.45,27.972
2016-03-18,26.48,27.604
2016-03-21,26.478,27.699
2016-03-22,26.68,28.024
2016-03-23,26.533,28.482
2016-03-24,26.418,29.148
2016-03-28,26.298,28.994
2016-03-29,26.92,29.693
2016-03-30,27.39,29.935
2016-03-31,27.248,29.682
2016-04-01,27.498,29.925
2016-04-04,27.78,29.66
2016-04-05,27.453,29.307
2016-04-06,27.74,30.104
2016-04-07,27.135,29.571
2016-04-08,27.165,29.73
2016-04-11,27.255,29.797
2016-04-12,27.61,30.158
2016-04-13,28.01,30.741
2016-04-14,28.025,31.038
2016-04-15,27.463,31.295
2016-04-18,26.87,31.768
2016-04-19,26.728,31.395
2016-04-20,26.783,31.65
2016-04-21,26.493,31.55
2016-04-22,26.42,31.025
2016-04-25,26.27,31.31
2016-04-26,26.088,30.844
2016-04-27,24.455,30.329
2016-04-28,23.708,30.1
2016-04-29,23.435,32.98
2016-05-02,23.41,34.193
2016-05-03,23.795,33.566
2016-05-04,23.548,33.545
2016-05-05,23.31,32.955
2016-05-06,23.18,33.698
2016-05-09,23.198,33.988
2016-05-10,23.355,35.154
2016-05-11,23.128,35.662
2016-05-12,22.585,35.896
2016-05-13,22.63,35.496
2016-05-16,23.47,35.533
2016-05-17,23.373,34.764
2016-05-18,23.64,34.873
2016-05-19,23.55,34.926
2016-05-20,23.805,35.14
2016-05-23,24.108,34.838
2016-05-24,24.475,35.21
2016-05-25,24.905,35.418
2016-05-26,25.103,35.746
2016-05-27,25.088,35.612
2016-05-31,24.965,36.14
2016-06-01,24.615,35.972
2016-06-02,24.43,36.412
2016-06-03,24.48,36.277
2016-06-06,24.658,36.337
2016-06-07,24.758,36.187
2016-06-08,24.735,36.332
2016-06-09,24.913,36.383
2016-06-10,24.708,35.896
2016-06-13,24.335,35.762
2016-06-14,24.365,35.965
2016-06-15,24.285,35.713
2016-06-16,24.388,35.876
2016-06-17,23.833,35.32
2016-06-20,23.775,35.701
2016-06-21,23.978,35.791
2016-06-22,23.888,35.53
2016-06-23,24.025,36.104
2016-06-24,23.35,34.948
2016-06-27,23.01,34.568
2016-06-28,23.398,35.398
2016-06-29,23.6,35.78
2016-06-30,23.9,35.781
2016-07-01,23.973,36.284
2016-07-05,23.748,36.405
2016-07-06,23.883,36.881
2016-07-07,23.985,36.829
2016-07-08,24.17,37.29
2016-07-11,24.245,37.689
2016-07-12,24.355,37.411
2016-07-13,24.218,37.132
2016-07-14,24.698,37.06
2016-07-15,24.695,36.772
2016-07-18,24.958,36.804
2016-07-19,24.968,36.998
2016-07-20,24.99,37.286
2016-07-21,24.858,37.222
2016-07-22,24.665,37.243
2016-07-25,24.335,36.981
2016-07-26,24.168,36.78
2016-07-27,25.738,36.834
2016-07-28,26.085,37.631
2016-07-29,26.053,37.941
2016-08-01,26.513,38.387
2016-08-02,26.12,38.029
2016-08-03,26.448,37.732
2016-08-04,26.468,38.039
2016-08-05,26.87,38.299
2016-08-08,27.093,38.328
2016-08-09,27.203,38.415
2016-08-10,27.0,38.428
2016-08-11,26.983,38.562
2016-08-12,27.045,38.628
2016-08-15,27.37,38.425
2016-08-16,27.345,38.202
2016-08-17,27.305,38.232
2016-08-18,27.27,38.223
2016-08-19,27.34,37.866
2016-08-22,27.128,37.974
2016-08-23,27.213,38.123
2016-08-24,27.008,37.863
2016-08-25,26.893,37.961
2016-08-26,26.735,38.45
2016-08-29,26.705,38.564
2016-08-30,26.5,38.379
2016-08-31,26.525,38.458
2016-09-01,26.683,38.531
2016-09-02,26.933,38.622
2016-09-06,26.925,39.444
2016-09-07,27.09,39.224
2016-09-08,26.38,39.203
2016-09-09,25.783,38.007
2016-09-12,26.36,38.575
2016-09-13,26.988,38.051
2016-09-14,27.943,38.055
2016-09-15,28.893,38.485
2016-09-16,28.73,38.926
2016-09-19,28.395,38.755
2016-09-20,28.393,39.011
2016-09-21,28.388,39.487
2016-09-22,28.655,40.235
2016-09-23,28.178,40.288
2016-09-26,28.22,39.958
2016-09-27,28.273,40.806
2016-09-28,28.488,41.436
2016-09-29,28.045,41.453
2016-09-30,28.263,41.866
2016-10-03,28.13,41.837
2016-10-04,28.25,41.701
2016-10-05,28.263,42.218
2016-10-06,28.473,42.083
2016-10-07,28.515,41.972
2016-10-10,29.013,42.086
2016-10-11,29.075,41.55
2016-10-12,29.335,41.705
2016-10-13,29.245,41.464
2016-10-14,29.408,41.148
2016-10-17,29.388,40.648
2016-10-18,29.368,40.883
2016-10-19,29.28,40.885
2016-10-20,29.265,40.516
2016-10-21,29.15,40.95
2016-10-24,29.413,41.905
2016-10-25,29.563,41.759
2016-10-26,28.898,41.13
2016-10-27,28.62,40.918
2016-10-28,28.43,38.816
2016-10-31,28.385,39.491
2016-11-01,27.873,39.271
2016-11-02,27.898,38.278
2016-11-03,27.458,38.352
2016-11-04,27.21,37.753
2016-11-07,27.603,39.247
2016-11-08,27.765,39.388
2016-11-09,27.72,38.594
2016-11-10,26.948,37.119
2016-11-11,27.108,36.951
2016-11-14,26.428,35.954
2016-11-15,26.778,37.162
2016-11-16,27.498,37.325
2016-11-17,27.488,37.82
2016-11-18,27.515,38.008
2016-11-21,27.933,39.0
2016-11-22,27.95,39.267
2016-11-23,27.808,39.006
2016-11-25,27.948,39.019
2016-11-28,27.893,38.338
2016-11-29,27.865,38.126
2016-11-30,27.63,37.529
2016-12-01,27.373,37.183
2016-12-02,27.475,37.017
2016-12-05,27.278,37.968
2016-12-06,27.488,38.236
2016-12-07,27.758,38.521
2016-12-08,28.03,38.367
2016-12-09,28.488,38.433
2016-12-12,28.325,38.006
2016-12-13,28.798,38.717
2016-12-14,28.798,38.441
2016-12-15,28.955,38.05
2016-12-16,28.993,37.889
2016-12-19,29.16,38.3
2016-12-20,29.238,38.561
2016-12-21,29.265,38.53
2016-12-22,29.073,38.317
2016-12-23,29.13,38.03
2016-12-27,29.315,38.57
2016-12-28,29.19,38.607
2016-12-29,29.183,38.258
2016-12-30,28.955,37.494
2017-01-03,29.038,37.683
2017-01-04,29.005,37.859
2017-01-05,29.153,39.023
2017-01-06,29.478,39.8
2017-01-09,29.748,39.846
2017-01-10,29.778,39.795
2017-01-11,29.938,39.951
2017-01-12,29.813,40.682
2017-01-13,29.76,40.857
2017-01-17,30.0,40.486
2017-01-18,29.998,40.374
2017-01-19,29.945,40.452
2017-01-20,30.0,40.417
2017-01-23,30.02,40.894
2017-01-24,29.993,41.122
2017-01-25,30.47,41.826
2017-01-26,30.485,41.957
2017-01-27,30.488,41.789
2017-01-30,30.408,41.519
2017-01-31,30.338,41.174
2017-02-01,32.188,41.618
2017-02-02,32.133,41.998
2017-02-03,32.27,40.51
2017-02-06,32.572,40.382
2017-02-07,32.883,40.625
2017-02-08,33.01,40.986
2017-02-09,33.105,41.068
2017-02-10,33.03,41.373
2017-02-13,33.323,41.826
2017-02-14,33.755,41.82
2017-02-15,33.878,42.135
2017-02-16,33.836,42.207
2017-02-17,33.93,42.254
2017-02-21,34.175,42.822
2017-02-22,34.278,42.781
2017-02-23,34.133,42.61
2017-02-24,34.165,42.262
2017-02-27,34.233,42.432
2017-02-28,34.248,42.252
2017-03-01,34.948,42.654
2017-03-02,34.74,42.445
2017-03-03,34.945,42.494
2017-03-06,34.835,42.331
2017-03-07,34.88,42.301
2017-03-08,34.75,42.525
2017-03-09,34.67,42.65
2017-03-10,34.785,42.623
2017-03-13,34.8,42.73
2017-03-14,34.748,42.627
2017-03-15,35.115,42.649
2017-03-16,35.173,42.671
2017-03-17,34.998,42.616
2017-03-20,35.365,42.849
2017-03-21,34.96,42.16
2017-03-22,35.355,42.403
2017-03-23,35.23,42.369
2017-03-24,35.16,42.281
2017-03-27,35.22,42.341
2017-03-28,35.95,42.8
2017-03-29,36.03,43.716
2017-03-30,35.983,43.817
2017-03-31,35.915,44.327
2017-04-03,35.925,44.576
2017-04-04,36.193,45.342
2017-04-05,36.005,45.464
2017-04-06,35.915,44.914
2017-04-07,35.835,44.744
2017-04-10,35.793,45.352
2017-04-11,35.408,45.118
2017-04-12,35.45,44.812
2017-04-13,35.263,44.234
2017-04-17,35.458,45.1
2017-04-18,35.3,45.189
2017-04-19,35.17,44.96
2017-04-20,35.61,45.103
2017-04-21,35.568,44.927
2017-04-24,35.91,45.371
2017-04-25,36.133,45.381
2017-04-26,35.92,45.465
2017-04-27,35.948,45.919
2017-04-28,35.913,46.25
2017-05-01,36.645,47.412
2017-05-02,36.878,47.347
2017-05-03,36.765,47.052
2017-05-04,36.633,46.877
2017-05-05,37.24,46.707
2017-05-08,38.253,47.452
2017-05-09,38.498,47.641
2017-05-10,38.315,47.448
2017-05-11,38.488,47.381
2017-05-12,39.025,48.068
2017-05-15,38.925,47.899
2017-05-16,38.868,48.304
2017-05-17,37.563,47.238
2017-05-18,38.135,47.925
2017-05-19,38.265,47.992
2017-05-22,38.498,48.534
2017-05-23,38.45,48.577
2017-05-24,38.335,49.018
2017-05-25,38.468,49.669
2017-05-26,38.403,49.789
2017-05-30,38.418,49.835
2017-05-31,38.19,49.731
2017-06-01,38.295,49.798
2017-06-02,38.863,50.337
2017-06-05,38.483,50.567
2017-06-06,38.613,50.15
2017-06-07,38.843,50.504
2017-06-08,38.748,50.514
2017-06-09,37.245,48.915
2017-06-12,36.355,48.246
2017-06-13,36.648,49.04
2017-06-14,36.29,48.824
2017-06-15,36.073,48.209
2017-06-16,35.568,49.386
2017-06-19,36.585,49.759
2017-06-20,36.253,49.63
2017-06-21,36.468,50.112
2017-06-22,36.408,50.065
2017-06-23,36.57,50.187
2017-06-26,36.455,49.699
2017-06-27,35.933,48.839
2017-06-28,36.458,49.517
2017-06-29,35.92,48.796
2017-06-30,36.005,48.4
2017-07-03,35.875,47.683
2017-07-05,36.023,48.57
2017-07-06,35.683,48.257
2017-07-07,36.045,48.938
2017-07-10,36.265,49.824
2017-07-11,36.383,49.707
2017-07-12,36.435,50.326
2017-07-13,36.943,50.032
2017-07-14,37.26,50.091
2017-07-17,37.39,50.502
2017-07-18,37.52,51.223
2017-07-19,37.755,51.343
2017-07-20,37.585,51.435
2017-07-21,37.568,51.284
2017-07-24,38.023,51.948
2017-07-25,38.185,51.994
2017-07-26,38.365,52.64
2017-07-27,37.64,52.3
2017-07-28,37.375,51.002
2017-07-31,37.183,49.389
2017-08-01,37.513,49.81
2017-08-02,39.285,49.795
2017-08-03,38.893,49.346
2017-08-04,39.098,49.379
2017-08-07,39.703,49.614
2017-08-08,40.02,49.492
2017-08-09,40.265,49.101
2017-08-10,38.83,47.846
2017-08-11,39.37,48.4
2017-08-14,39.963,49.165
2017-08-15,40.4,49.137
2017-08-16,40.238,48.909
2017-08-17,39.465,48.029
2017-08-18,39.375,47.924
2017-08-21,39.303,47.665
2017-08-22,39.945,48.345
2017-08-23,39.995,47.9
2017-08-24,39.818,47.623
2017-08-25,39.965,47.263
2017-08-28,40.368,47.301
2017-08-29,40.728,47.703
2017-08-30,40.838,48.38
2017-08-31,41.0,49.03
2017-09-01,41.013,48.913
2017-09-05,40.52,48.264
2017-09-06,40.478,48.39
2017-09-07,40.315,48.974
2017-09-08,39.658,48.295
2017-09-11,40.375,48.898
2017-09-12,40.215,49.129
2017-09-13,39.913,49.98
2017-09-14,39.57,49.611
2017-09-15,39.97,49.34
2017-09-18,39.668,48.71
2017-09-19,39.683,48.493
2017-09-20,39.018,48.661
2017-09-21,38.348,48.233
2017-09-22,37.973,47.755
2017-09-25,37.638,46.99
2017-09-26,38.285,46.93
2017-09-27,38.558,47.544
2017-09-28,38.32,47.82
2017-09-29,38.53,48.068
2017-10-02,38.453,47.96
2017-10-03,38.62,47.855
2017-10-04,38.37,48.273
2017-10-05,38.848,49.043
2017-10-06,38.825,49.479
2017-10-09,38.96,49.55
2017-10-10,38.975,49.36
2017-10-11,39.138,49.75
2017-10-12,39.0,50.046
2017-10-13,39.248,50.147
2017-10-16,39.97,50.317
2017-10-17,40.118,50.457
2017-10-18,39.94,49.85
2017-10-19,38.995,49.331
2017-10-20,39.063,49.146
2017-10-23,39.043,48.315
2017-10-24,39.275,48.795
2017-10-25,39.103,48.646
2017-10-26,39.353,48.622
2017-10-27,40.763,55.048
2017-10-30,41.68,55.543
2017-10-31,42.26,55.264
2017-11-01,41.723,55.184
2017-11-02,42.028,54.711
2017-11-03,43.125,55.58
2017-11-06,43.563,56.033
2017-11-07,43.703,56.159
2017-11-08,44.06,56.644
2017-11-09,43.97,56.457
2017-11-10,43.668,56.268
2017-11-13,43.493,56.459
2017-11-14,42.835,56.842
2017-11-15,42.27,56.335
2017-11-16,42.775,56.865
2017-11-17,42.538,56.494
2017-11-20,42.495,56.316
2017-11-21,43.285,56.975
2017-11-22,43.74,57.808
2017-11-24,43.743,59.3
2017-11-27,43.523,59.792
2017-11-28,43.268,59.68
2017-11-29,42.37,58.064
2017-11-30,42.963,58.838
2017-12-01,42.763,58.117
2017-12-04,42.45,56.698
2017-12-05,42.41,57.079
2017-12-06,42.253,57.617
2017-12-07,42.33,57.99
2017-12-08,42.343,58.1
2017-12-11,43.168,58.446
2017-12-12,42.925,58.254
2017-12-13,43.068,58.207
2017-12-14,43.055,58.713
2017-12-15,43.493,58.957
2017-12-18,44.105,59.529
2017-12-19,43.635,59.369
2017-12-20,43.588,58.881
2017-12-21,43.753,58.738
2017-12-22,43.753,58.418
2017-12-26,42.643,58.838
2017-12-27,42.65,59.113
2017-12-28,42.77,59.305
2017-12-29,42.308,58.474
2018-01-02,43.065,59.451
2018-01-03,43.058,60.21
2018-01-04,43.258,60.479
2018-01-05,43.75,61.457
2018-01-08,43.588,62.343
2018-01-09,43.583,62.635
2018-01-10,43.573,62.717
2018-01-11,43.82,63.834
2018-01-12,44.273,65.26
2018-01-16,44.048,65.243
2018-01-17,44.775,64.75
2018-01-18,44.815,64.666
2018-01-19,44.615,64.729
2018-01-22,44.25,66.366
2018-01-23,44.26,68.127
2018-01-24,43.555,67.876
2018-01-25,42.778,68.898
2018-01-26,42.878,70.102
2018-01-29,41.99,70.884
2018-01-30,41.743,71.891
2018-01-31,41.858,72.545
2018-02-01,41.945,69.5
2018-02-02,40.125,71.498
2018-02-05,39.123,69.5
2018-02-06,40.758,72.142
2018-02-07,39.885,70.839
2018-02-08,38.788,67.525
2018-02-09,39.103,66.98
2018-02-12,40.678,69.312
2018-02-13,41.085,70.726
2018-02-14,41.843,72.553
2018-02-15,43.248,73.088
2018-02-16,43.108,72.435
2018-02-20,42.963,73.417
2018-02-21,42.768,74.146
2018-02-22,43.125,74.267
2018-02-23,43.875,75.0
2018-02-26,44.743,76.098
2018-02-27,44.598,75.599
2018-02-28,44.53,75.623
2018-03-01,43.75,74.673
2018-03-02,44.053,75.013
2018-03-05,44.205,76.181
2018-03-06,44.168,76.882
2018-03-07,43.758,77.25
2018-03-08,44.235,77.593
2018-03-09,44.995,78.945
2018-03-12,45.43,79.92
2018-03-13,44.993,79.409
2018-03-14,44.61,79.55
2018-03-15,44.663,79.116
2018-03-16,44.505,78.584
2018-03-19,43.825,77.247
2018-03-20,43.81,79.326
2018-03-21,42.818,79.093
2018-03-22,42.213,77.246
2018-03-23,41.235,74.778
2018-03-26,43.193,77.793
2018-03-27,42.085,74.852
2018-03-28,41.62,71.571
2018-03-29,41.945,72.367
2018-04-02,41.67,68.6
2018-04-03,42.098,69.602
2018-04-04,42.903,70.529
2018-04-05,43.2,72.588
2018-04-06,42.095,70.262
2018-04-09,42.513,70.304
2018-04-10,43.313,71.811
2018-04-11,43.11,71.352
2018-04-12,43.535,72.425
2018-04-13,43.683,71.54
2018-04-16,43.955,72.075
2018-04-17,44.56,75.191
2018-04-18,44.46,76.392
2018-04-19,43.2,77.846
2018-04-20,41.43,76.375
2018-04-23,41.31,75.893
2018-04-24,40.735,73.005
2018-04-25,40.913,73.009
2018-04-26,41.055,75.898
2018-04-27,40.58,78.631
2018-04-30,41.315,78.307
2018-05-01,42.275,79.113
2018-05-02,44.143,78.484
2018-05-03,44.223,78.604
2018-05-04,45.958,79.048
2018-05-07,46.29,80.007
2018-05-08,46.513,79.62
2018-05-09,46.84,80.4
2018-05-10,47.51,80.454
2018-05-11,47.148,80.146
2018-05-14,47.038,80.077
2018-05-15,46.61,78.806
2018-05-16,47.045,79.364
2018-05-17,46.748,79.088
2018-05-18,46.578,78.718
2018-05-21,46.908,79.273
2018-05-22,46.79,79.07
2018-05-23,47.09,80.093
2018-05-24,47.038,80.154
2018-05-25,47.145,80.508
2018-05-29,46.975,80.643
2018-05-30,46.875,81.245
2018-05-31,46.718,81.481
2018-06-01,47.56,82.077
2018-06-04,47.958,83.264
2018-06-05,48.328,84.818
2018-06-06,48.495,84.788
2018-06-07,48.365,84.465
2018-06-08,47.925,84.2
2018-06-11,47.808,84.456
2018-06-12,48.07,84.938
2018-06-13,47.675,85.243
2018-06-14,47.7,86.193
2018-06-15,47.21,85.799
2018-06-18,47.185,86.19
2018-06-19,46.423,86.739
2018-06-20,46.625,87.504
2018-06-21,46.365,86.511
2018-06-22,46.23,85.784
2018-06-25,45.543,83.158
2018-06-26,46.108,84.554
2018-06-27,46.04,83.026
2018-06-28,46.375,85.073
2018-06-29,46.278,84.99
2018-07-02,46.795,85.689
2018-07-03,45.98,84.698
2018-07-05,46.35,84.987
2018-07-06,46.993,85.532
2018-07-09,47.645,86.951
2018-07-10,47.588,87.154
2018-07-11,46.97,87.75
2018-07-12,47.758,89.831
2018-07-13,47.833,90.652
2018-07-16,47.728,91.125
2018-07-17,47.863,92.197
2018-07-18,47.6,92.146
2018-07-19,47.97,90.649
2018-07-20,47.86,90.685
2018-07-23,47.903,90.1
2018-07-24,48.25,91.462
2018-07-25,48.705,93.181
2018-07-26,48.553,90.4
2018-07-27,47.745,90.864
2018-07-30,47.478,88.961
2018-07-31,47.573,88.872
2018-08-01,50.375,89.859
2018-08-02,51.848,91.717
2018-08-03,51.998,91.165
2018-08-06,52.268,92.388
2018-08-07,51.778,93.124
2018-08-08,51.813,94.326
2018-08-09,52.22,94.926
2018-08-10,51.883,94.315
2018-08-13,52.218,94.81
2018-08-14,52.438,95.983
2018-08-15,52.56,94.131
2018-08-16,53.33,94.326
2018-08-17,54.395,94.111
2018-08-20,53.865,93.836
2018-08-21,53.76,94.171
2018-08-22,53.763,95.245
2018-08-23,53.873,95.145
2018-08-24,54.04,95.27
2018-08-27,54.485,96.384
2018-08-28,54.925,96.641
2018-08-29,55.745,99.905
2018-08-30,56.258,100.119
2018-08-31,56.908,100.636
2018-09-04,57.09,101.976
2018-09-05,56.718,99.741
2018-09-06,55.775,97.916
2018-09-07,55.325,97.604
2018-09-10,54.583,96.951
2018-09-11,55.963,99.358
2018-09-12,55.268,99.5
2018-09-13,56.603,99.494
2018-09-14,55.96,98.51
2018-09-17,54.47,95.402
2018-09-18,54.56,97.053
2018-09-19,54.593,96.321
2018-09-20,55.008,97.215
2018-09-21,54.415,95.751
2018-09-24,55.198,96.718
2018-09-25,55.548,98.727
2018-09-26,55.105,98.742
2018-09-27,56.238,100.649
2018-09-28,56.435,100.15
2018-10-01,56.815,100.218
2018-10-02,57.32,98.566
2018-10-03,58.018,97.638
2018-10-04,56.998,95.471
2018-10-05,56.073,94.483
2018-10-08,55.943,93.221
2018-10-09,56.718,93.516
2018-10-10,54.09,87.763
2018-10-11,53.613,85.968
2018-10-12,55.528,89.431
2018-10-15,54.34,88.048
2018-10-16,55.538,90.998
2018-10-17,55.298,91.587
2018-10-18,54.005,88.536
2018-10-19,54.828,88.202
2018-10-22,55.163,89.465
2018-10-23,55.683,88.435
2018-10-24,53.773,83.21
2018-10-25,54.95,89.109
2018-10-26,54.075,82.141
2018-10-29,53.06,76.944
2018-10-30,53.325,76.521
2018-10-31,54.715,79.901
2018-11-01,55.555,83.277
2018-11-02,51.87,83.277
2018-11-05,50.398,81.39
2018-11-06,50.943,82.141
2018-11-07,52.488,87.775
2018-11-08,52.123,87.746
2018-11-09,51.118,85.622
2018-11-12,48.543,81.843
2018-11-13,48.058,81.559
2018-11-14,46.7,79.951
2018-11-15,47.853,80.972
2018-11-16,48.383,79.671
2018-11-19,46.465,75.614
2018-11-20,44.245,74.773
2018-11-21,44.195,75.837
2018-11-23,43.073,75.103
2018-11-26,43.655,79.066
2018-11-27,43.56,79.071
2018-11-28,45.235,83.888
2018-11-29,44.888,83.679
2018-11-30,44.645,84.509
2018-12-03,46.205,88.618
2018-12-04,44.173,83.42
2018-12-06,43.68,84.96
2018-12-07,42.123,81.457
2018-12-10,42.4,82.052
2018-12-11,42.158,82.162
2018-12-12,42.275,83.177
2018-12-13,42.738,82.919
2018-12-14,41.37,79.596
2018-12-17,40.985,76.046
2018-12-18,41.518,77.574
2018-12-19,40.223,74.754
2018-12-20,39.208,73.042
2018-12-21,37.683,68.873
2018-12-24,36.708,67.198
2018-12-26,39.293,73.545
2018-12-27,39.038,73.082
2018-12-28,39.058,73.901
2018-12-31,39.435,75.099
2019-01-02,39.48,76.957
2019-01-03,35.548,75.014
2019-01-04,37.065,78.77
2019-01-07,36.983,81.476
2019-01-08,37.688,82.829
2019-01-09,38.328,82.971
2019-01-10,38.45,82.811
2019-01-11,38.073,82.028
2019-01-14,37.5,80.861
2019-01-15,38.268,83.728
2019-01-16,38.735,84.189
2019-01-17,38.965,84.661
2019-01-18,39.205,84.81
2019-01-22,38.325,81.609
2019-01-23,38.48,82.001
2019-01-24,38.175,82.747
2019-01-25,39.44,83.529
2019-01-28,39.075,81.895
2019-01-29,38.67,79.694
2019-01-30,41.313,83.522
2019-01-31,41.61,85.937
2019-02-01,41.63,81.312
2019-02-04,42.813,81.666
2019-02-05,43.545,82.941
2019-02-06,43.56,82.013
2019-02-07,42.735,80.718
2019-02-08,42.603,79.411
2019-02-11,42.358,79.55
2019-02-12,42.723,81.901
2019-02-13,42.545,82.0
2019-02-14,42.7,81.133
2019-02-15,42.605,80.398
2019-02-19,42.733,81.379
2019-02-20,43.008,81.105
2019-02-21,42.765,80.972
2019-02-22,43.243,81.578
2019-02-25,43.558,81.65
2019-02-26,43.583,81.82
2019-02-27,43.718,82.054
2019-02-28,43.288,81.992
2019-03-01,43.743,83.587
2019-03-04,43.963,84.809
2019-03-05,43.883,84.622
2019-03-06,43.63,83.448
2019-03-07,43.125,81.298
2019-03-08,43.228,81.04
2019-03-11,44.725,83.531
2019-03-12,45.228,83.655
2019-03-13,45.428,84.541
2019-03-14,45.933,84.311
2019-03-15,46.53,85.618
2019-03-18,47.005,87.108
2019-03-19,46.633,88.093
2019-03-20,47.04,89.864
2019-03-21,48.773,90.963
2019-03-22,47.763,88.239
2019-03-25,47.185,88.713
2019-03-26,46.698,89.188
2019-03-27,47.118,88.285
2019-03-28,47.18,88.671
2019-03-29,47.488,89.038
2019-04-01,47.81,90.71
2019-04-02,48.505,90.699
2019-04-03,48.838,91.035
2019-04-04,48.923,90.943
2019-04-05,49.25,91.864
2019-04-08,50.025,92.493
2019-04-09,49.875,91.792
2019-04-10,50.155,92.367
2019-04-11,49.738,92.203
2019-04-12,49.718,92.153
2019-04-15,49.808,92.244
2019-04-16,49.813,93.152
2019-04-17,50.783,93.241
2019-04-18,50.965,93.085
2019-04-22,51.133,94.366
2019-04-23,51.87,96.189
2019-04-24,51.79,95.088
2019-04-25,51.32,95.113
2019-04-26,51.075,97.532
2019-04-29,51.153,96.922
2019-04-30,50.168,96.326
2019-05-01,52.63,95.576
2019-05-02,52.288,95.041
2019-05-03,52.938,98.123
2019-05-06,52.12,97.528
2019-05-07,50.715,96.05
2019-05-08,50.725,95.889
2019-05-09,50.18,94.994
2019-05-10,49.295,94.499
2019-05-13,46.43,91.134
2019-05-14,47.165,92.006
2019-05-15,47.73,93.558
2019-05-16,47.52,95.379
2019-05-17,47.25,93.45
2019-05-20,45.773,92.949
2019-05-21,46.65,92.876
2019-05-22,45.695,92.984
2019-05-23,44.915,90.774
2019-05-24,44.743,91.164
2019-05-28,44.558,91.822
2019-05-29,44.345,90.96
2019-05-30,44.575,90.816
2019-05-31,43.768,88.754
2019-06-03,43.325,84.635
2019-06-04,44.91,86.478
2019-06-05,45.635,86.925
2019-06-06,46.305,87.718
2019-06-07,47.538,90.202
2019-06-10,48.145,93.032
2019-06-11,48.703,93.185
2019-06-12,48.548,92.766
2019-06-13,48.538,93.515
2019-06-14,48.185,93.484
2019-06-17,48.473,94.302
2019-06-18,49.613,95.069
2019-06-19,49.468,95.44
2019-06-20,49.865,95.91
2019-06-21,49.695,95.565
2019-06-24,49.645,95.695
2019-06-25,48.893,93.914
2019-06-26,49.95,94.892
2019-06-27,49.935,95.214
2019-06-28,49.48,94.682
2019-07-01,50.388,96.11
2019-07-02,50.683,96.715
2019-07-03,51.103,96.95
2019-07-05,51.058,97.146
2019-07-08,50.005,97.616
2019-07-09,50.31,99.415
2019-07-10,50.808,100.871
2019-07-11,50.438,100.054
2019-07-12,50.825,100.55
2019-07-15,51.303,101.05
2019-07-16,51.125,100.495
2019-07-17,50.838,99.602
2019-07-18,51.415,98.895
2019-07-19,50.648,98.226
2019-07-22,51.805,99.282
2019-07-23,52.21,99.725
2019-07-24,52.168,100.041
2019-07-25,51.755,98.691
2019-07-26,51.935,97.153
2019-07-29,52.42,95.623
