Dates,AAPL,AMZN
2004-10-06,0.726,2.068
2004-10-07,0.707,2.058
2004-10-08,0.698,2.0
2004-10-11,0.689,2.007
2004-10-12,0.684,2.011
2004-10-13,0.71,1.999
2004-10-14,0.803,1.955
2004-10-15,0.813,1.927
2004-10-18,0.853,1.964
2004-10-19,0.847,1.916
2004-10-20,0.848,1.918
2004-10-21,0.856,1.974
2004-10-22,0.847,1.73
2004-10-25,0.849,1.699
2004-10-26,0.857,1.692
2004-10-27,0.898,1.711
2004-10-28,0.932,1.723
2004-10-29,0.936,1.707
2004-11-01,0.937,1.755
2004-11-02,0.955,1.812
2004-11-03,0.988,1.796
2004-11-04,0.972,1.846
2004-11-05,0.977,1.828
2004-11-08,0.971,1.866
2004-11-09,0.965,1.87
2004-11-10,0.978,1.905
2004-11-11,0.987,1.942
2004-11-12,0.991,2.023
2004-11-15,0.986,2.045
2004-11-16,0.981,2.003
2004-11-17,0.98,1.995
2004-11-18,0.989,2.019
2004-11-19,0.985,1.927
2004-11-22,1.096,1.902
2004-11-23,1.094,1.916
2004-11-24,1.144,1.938
2004-11-26,1.153,1.955
2004-11-29,1.222,1.947
2004-11-30,1.197,1.984
2004-12-01,1.211,1.999
2004-12-02,1.164,2.009
2004-12-03,1.119,2.005
2004-12-06,1.175,1.975
2004-12-07,1.123,1.91
2004-12-08,1.13,1.936
2004-12-09,1.143,1.991
2004-12-10,1.163,1.953
2004-12-13,1.159,1.991
2004-12-14,1.166,2.022
2004-12-15,1.165,2.05
2004-12-16,1.189,2.003
2004-12-17,1.161,2.0
2004-12-20,1.12,1.948
2004-12-21,1.137,1.97
2004-12-22,1.138,1.976
2004-12-23,1.143,1.947
2004-12-27,1.128,2.113
2004-12-28,1.146,2.232
2004-12-29,1.151,2.241
2004-12-30,1.157,2.249
2004-12-31,1.15,2.215
2005-01-03,1.13,2.226
2005-01-04,1.142,2.107
2005-01-05,1.152,2.089
2005-01-06,1.153,2.052
2005-01-07,1.237,2.116
2005-01-10,1.231,2.092
2005-01-11,1.153,2.082
2005-01-12,1.169,2.115
2005-01-13,1.246,2.13
2005-01-14,1.254,2.228
2005-01-18,1.262,2.229
2005-01-19,1.248,2.198
2005-01-20,1.258,2.118
2005-01-21,1.259,2.058
2005-01-24,1.264,2.019
2005-01-25,1.287,2.047
2005-01-26,1.29,2.067
2005-01-27,1.297,2.116
2005-01-28,1.321,2.111
2005-01-31,1.373,2.161
2005-02-01,1.384,2.124
2005-02-02,1.422,2.094
2005-02-03,1.389,1.788
2005-02-04,1.408,1.786
2005-02-07,1.41,1.785
2005-02-08,1.445,1.815
2005-02-09,1.406,1.795
2005-02-10,1.399,1.789
2005-02-11,1.45,1.789
2005-02-14,1.511,1.802
2005-02-15,1.579,1.807
2005-02-16,1.609,1.783
2005-02-17,1.568,1.785
2005-02-18,1.55,1.766
2005-02-22,1.523,1.736
2005-02-23,1.576,1.707
2005-02-24,1.588,1.735
2005-02-25,1.589,1.75
2005-02-28,1.602,1.759
2005-03-01,1.589,1.77
2005-03-02,1.576,1.775
2005-03-03,1.493,1.783
2005-03-04,1.529,1.793
2005-03-07,1.527,1.816
2005-03-08,1.448,1.791
2005-03-09,1.405,1.77
2005-03-10,1.422,1.745
2005-03-11,1.438,1.738
2005-03-14,1.44,1.73
2005-03-15,1.463,1.709
2005-03-16,1.471,1.693
2005-03-17,1.509,1.699
2005-03-18,1.534,1.708
2005-03-21,1.561,1.684
2005-03-22,1.53,1.658
2005-03-23,1.52,1.659
2005-03-24,1.518,1.644
2005-03-28,1.519,1.67
2005-03-29,1.491,1.672
2005-03-30,1.529,1.716
2005-03-31,1.488,1.714
2005-04-01,1.46,1.701
2005-04-04,1.468,1.75
2005-04-05,1.496,1.764
2005-04-06,1.512,1.741
2005-04-07,1.556,1.745
2005-04-08,1.562,1.73
2005-04-11,1.497,1.73
2005-04-12,1.524,1.732
2005-04-13,1.466,1.715
2005-04-14,1.331,1.699
2005-04-15,1.263,1.651
2005-04-18,1.272,1.65
2005-04-19,1.325,1.639
2005-04-20,1.268,1.663
2005-04-21,1.328,1.687
2005-04-22,1.268,1.652
2005-04-25,1.321,1.677
2005-04-26,1.293,1.636
2005-04-27,1.284,1.586
2005-04-28,1.269,1.626
2005-04-29,1.288,1.618
2005-05-02,1.301,1.655
2005-05-03,1.293,1.661
2005-05-04,1.327,1.698
2005-05-05,1.31,1.698
2005-05-06,1.33,1.726
2005-05-09,1.32,1.732
2005-05-10,1.301,1.711
2005-05-11,1.272,1.691
2005-05-12,1.219,1.693
2005-05-13,1.242,1.695
2005-05-16,1.27,1.727
2005-05-17,1.263,1.737
2005-05-18,1.28,1.767
2005-05-19,1.341,1.78
2005-05-20,1.341,1.775
2005-05-23,1.42,1.784
2005-05-24,1.418,1.777
2005-05-25,1.421,1.763
2005-05-26,1.455,1.773
2005-05-27,1.449,1.775
2005-05-31,1.42,1.775
2005-06-01,1.439,1.832
2005-06-02,1.43,1.82
2005-06-03,1.366,1.78
2005-06-06,1.354,1.789
2005-06-07,1.305,1.768
2005-06-08,1.319,1.741
2005-06-09,1.345,1.76
2005-06-10,1.279,1.748
2005-06-13,1.282,1.743
2005-06-14,1.286,1.752
2005-06-15,1.326,1.762
2005-06-16,1.356,1.779
2005-06-17,1.368,1.766
2005-06-20,1.343,1.785
2005-06-21,1.352,1.769
2005-06-22,1.377,1.761
2005-06-23,1.389,1.772
2005-06-24,1.349,1.751
2005-06-27,1.325,1.725
2005-06-28,1.333,1.686
2005-06-29,1.299,1.668
2005-06-30,1.315,1.655
2005-07-01,1.304,1.645
2005-07-05,1.356,1.704
2005-07-06,1.335,1.703
2005-07-07,1.344,1.698
2005-07-08,1.366,1.737
2005-07-11,1.361,1.78
2005-07-12,1.366,1.816
2005-07-13,1.37,1.826
2005-07-14,1.455,1.86
2005-07-15,1.484,1.858
2005-07-18,1.482,1.86
2005-07-19,1.543,1.909
2005-07-20,1.558,1.909
2005-07-21,1.546,1.898
2005-07-22,1.571,1.898
2005-07-25,1.565,1.898
2005-07-26,1.558,1.887
2005-07-27,1.571,2.183
2005-07-28,1.564,2.284
2005-07-29,1.523,2.258
2005-08-01,1.527,2.247
2005-08-02,1.543,2.326
2005-08-03,1.544,2.306
2005-08-04,1.525,2.273
2005-08-05,1.535,2.264
2005-08-08,1.523,2.283
2005-08-09,1.565,2.297
2005-08-10,1.549,2.238
2005-08-11,1.571,2.261
2005-08-12,1.646,2.21
2005-08-15,1.703,2.252
2005-08-16,1.652,2.214
2005-08-17,1.684,2.206
2005-08-18,1.654,2.186
2005-08-19,1.637,2.186
2005-08-22,1.638,2.189
2005-08-23,1.634,2.171
2005-08-24,1.635,2.119
2005-08-25,1.645,2.116
2005-08-26,1.634,2.119
2005-08-29,1.637,2.14
2005-08-30,1.663,2.125
2005-08-31,1.675,2.135
2005-09-01,1.652,2.092
2005-09-02,1.651,2.076
2005-09-06,1.743,2.181
2005-09-07,1.739,2.186
2005-09-08,1.778,2.148
2005-09-09,1.833,2.148
2005-09-12,1.836,2.225
2005-09-13,1.815,2.197
2005-09-14,1.772,2.155
2005-09-15,1.781,2.136
2005-09-16,1.829,2.14
2005-09-19,1.88,2.138
2005-09-20,1.9,2.093
2005-09-21,1.861,2.063
2005-09-22,1.854,2.104
2005-09-23,1.9,2.109
2005-09-26,1.923,2.167
2005-09-27,1.909,2.158
2005-09-28,1.824,2.169
2005-09-29,1.869,2.24
2005-09-30,1.915,2.265
2005-10-03,1.944,2.301
2005-10-04,1.92,2.247
2005-10-05,1.885,2.225
2005-10-06,1.846,2.201
2005-10-07,1.832,2.186
2005-10-10,1.799,2.188
2005-10-11,1.843,2.17
2005-10-12,1.759,2.128
2005-10-13,1.919,2.131
2005-10-14,1.929,2.19
2005-10-17,1.909,2.251
2005-10-18,1.865,2.233
2005-10-19,1.962,2.293
2005-10-20,2.005,2.25
2005-10-21,1.988,2.298
2005-10-24,2.028,2.347
2005-10-25,2.004,2.309
2005-10-26,2.037,1.988
2005-10-27,1.979,1.953
2005-10-28,1.945,1.948
2005-10-31,2.057,1.993
2005-11-01,2.054,2.019
2005-11-02,2.141,2.038
2005-11-03,2.209,2.078
2005-11-04,2.184,2.055
2005-11-07,2.151,2.07
2005-11-08,2.139,2.098
2005-11-09,2.147,2.07
2005-11-10,2.185,2.109
2005-11-11,2.198,2.134
2005-11-14,2.195,2.127
2005-11-15,2.224,2.223
2005-11-16,2.32,2.265
2005-11-17,2.304,2.337
2005-11-18,2.306,2.399
2005-11-21,2.32,2.4
2005-11-22,2.376,2.443
2005-11-23,2.397,2.412
2005-11-25,2.476,2.403
2005-11-28,2.488,2.418
2005-11-29,2.432,2.427
2005-11-30,2.422,2.423
2005-12-01,2.557,2.45
2005-12-02,2.594,2.453
2005-12-05,2.565,2.442
2005-12-06,2.645,2.463
2005-12-07,2.641,2.442
2005-12-08,2.646,2.418
2005-12-09,2.655,2.437
2005-12-12,2.675,2.454
2005-12-13,2.678,2.475
2005-12-14,2.572,2.471
2005-12-15,2.578,2.474
2005-12-16,2.54,2.461
2005-12-19,2.549,2.419
2005-12-20,2.575,2.407
2005-12-21,2.625,2.449
2005-12-22,2.644,2.461
2005-12-23,2.62,2.461
2005-12-27,2.651,2.428
2005-12-28,2.628,2.403
2005-12-29,2.552,2.4
2005-12-30,2.568,2.358
2006-01-03,2.67,2.379
2006-01-04,2.677,2.363
2006-01-05,2.656,2.383
2006-01-06,2.725,2.394
2006-01-09,2.716,2.354
2006-01-10,2.888,2.283
2006-01-11,2.996,2.247
2006-01-12,3.01,2.218
2006-01-13,3.057,2.22
2006-01-17,3.025,2.2
2006-01-18,2.946,2.216
2006-01-19,2.823,2.223
2006-01-20,2.717,2.196
2006-01-23,2.774,2.186
2006-01-24,2.716,2.201
2006-01-25,2.65,2.18
2006-01-26,2.583,2.234
2006-01-27,2.573,2.261
2006-01-30,2.679,2.248
2006-01-31,2.697,2.241
2006-02-01,2.694,2.199
2006-02-02,2.575,2.137
2006-02-03,2.566,1.916
2006-02-06,2.404,1.898
2006-02-07,2.414,1.876
2006-02-08,2.458,1.909
2006-02-09,2.32,1.9
2006-02-10,2.404,1.926
2006-02-13,2.311,1.893
2006-02-14,2.416,1.913
2006-02-15,2.472,1.963
2006-02-16,2.52,1.958
2006-02-17,2.51,1.959
2006-02-21,2.467,1.914
2006-02-22,2.547,1.936
2006-02-23,2.563,1.895
2006-02-24,2.552,1.918
2006-02-27,2.535,1.9
2006-02-28,2.446,1.872
2006-03-01,2.468,1.856
2006-03-02,2.486,1.844
2006-03-03,2.419,1.861
2006-03-06,2.339,1.843
2006-03-07,2.368,1.847
2006-03-08,2.345,1.841
2006-03-09,2.283,1.806
2006-03-10,2.257,1.811
2006-03-13,2.346,1.81
2006-03-14,2.404,1.846
2006-03-15,2.365,1.845
2006-03-16,2.297,1.839
2006-03-17,2.309,1.8
2006-03-20,2.285,1.812
2006-03-21,2.208,1.796
2006-03-22,2.203,1.8
2006-03-23,2.149,1.784
2006-03-24,2.141,1.773
2006-03-27,2.125,1.763
2006-03-28,2.097,1.785
2006-03-29,2.226,1.816
2006-03-30,2.241,1.834
2006-03-31,2.24,1.827
2006-04-03,2.238,1.807
2006-04-04,2.185,1.839
2006-04-05,2.4,1.867
2006-04-06,2.544,1.926
2006-04-07,2.493,1.855
2006-04-10,2.453,1.831
2006-04-11,2.428,1.803
2006-04-12,2.383,1.807
2006-04-13,2.374,1.831
2006-04-17,2.315,1.764
2006-04-18,2.365,1.814
2006-04-19,2.345,1.845
2006-04-20,2.415,1.817
2006-04-21,2.394,1.802
2006-04-24,2.348,1.789
2006-04-25,2.363,1.777
2006-04-26,2.434,1.789
2006-04-27,2.477,1.787
2006-04-28,2.514,1.761
2006-05-01,2.486,1.73
2006-05-02,2.558,1.719
2006-05-03,2.541,1.698
2006-05-04,2.54,1.724
2006-05-05,2.568,1.752
2006-05-08,2.568,1.735
2006-05-09,2.537,1.742
2006-05-10,2.521,1.708
2006-05-11,2.434,1.677
2006-05-12,2.418,1.636
2006-05-15,2.421,1.639
2006-05-16,2.321,1.638
2006-05-17,2.331,1.581
2006-05-18,2.256,1.631
2006-05-19,2.304,1.697
2006-05-22,2.264,1.741
2006-05-23,2.255,1.688
2006-05-24,2.262,1.759
2006-05-25,2.298,1.782
2006-05-26,2.27,1.804
2006-05-30,2.186,1.732
2006-05-31,2.135,1.731
2006-06-01,2.22,1.754
2006-06-02,2.202,1.738
2006-06-05,2.143,1.675
2006-06-06,2.133,1.67
2006-06-07,2.092,1.689
2006-06-08,2.17,1.677
2006-06-09,2.116,1.689
2006-06-12,2.036,1.68
2006-06-13,2.083,1.674
2006-06-14,2.058,1.684
2006-06-15,2.121,1.748
2006-06-16,2.056,1.755
2006-06-19,2.043,1.754
2006-06-20,2.052,1.774
2006-06-21,2.066,1.833
2006-06-22,2.128,1.818
2006-06-23,2.101,1.828
2006-06-26,2.107,1.839
2006-06-27,2.051,1.824
2006-06-28,2.001,1.835
2006-06-29,2.106,1.926
2006-06-30,2.045,1.934
2006-07-03,2.07,1.93
2006-07-05,2.036,1.856
2006-07-06,1.992,1.84
2006-07-07,1.979,1.805
2006-07-10,1.964,1.789
2006-07-11,1.988,1.783
2006-07-12,1.891,1.732
2006-07-13,1.866,1.687
2006-07-14,1.81,1.646
2006-07-17,1.87,1.684
2006-07-18,1.889,1.675
2006-07-19,1.932,1.724
2006-07-20,2.161,1.709
2006-07-21,2.169,1.66
2006-07-24,2.194,1.716
2006-07-25,2.212,1.68
2006-07-26,2.281,1.313
2006-07-27,2.264,1.328
2006-07-28,2.343,1.359
2006-07-31,2.427,1.345
2006-08-01,2.399,1.316
2006-08-02,2.434,1.305
2006-08-03,2.485,1.335
2006-08-04,2.439,1.365
2006-08-07,2.4,1.339
2006-08-08,2.314,1.318
2006-08-09,2.271,1.311
2006-08-10,2.288,1.325
2006-08-11,2.273,1.304
2006-08-14,2.284,1.327
2006-08-15,2.373,1.389
2006-08-16,2.428,1.398
2006-08-17,2.414,1.455
2006-08-18,2.425,1.456
2006-08-21,2.377,1.406
2006-08-22,2.415,1.419
2006-08-23,2.404,1.407
2006-08-24,2.422,1.398
2006-08-25,2.455,1.402
2006-08-28,2.392,1.446
2006-08-29,2.374,1.476
2006-08-30,2.391,1.534
2006-08-31,2.423,1.541
2006-09-01,2.442,1.588
2006-09-05,2.553,1.612
2006-09-06,2.501,1.54
2006-09-07,2.6,1.487
2006-09-08,2.59,1.526
2006-09-11,2.589,1.539
2006-09-12,2.594,1.586
2006-09-13,2.65,1.584
2006-09-14,2.649,1.583
2006-09-15,2.646,1.626
2006-09-18,2.639,1.604
2006-09-19,2.635,1.579
2006-09-20,2.688,1.606
2006-09-21,2.666,1.511
2006-09-22,2.607,1.542
2006-09-25,2.705,1.59
2006-09-26,2.772,1.625
2006-09-27,2.729,1.616
2006-09-28,2.75,1.592
2006-09-29,2.749,1.606
2006-10-02,2.674,1.544
2006-10-03,2.646,1.585
2006-10-04,2.692,1.638
2006-10-05,2.673,1.666
2006-10-06,2.651,1.63
2006-10-09,2.665,1.669
2006-10-10,2.636,1.631
2006-10-11,2.615,1.645
2006-10-12,2.688,1.677
2006-10-13,2.679,1.666
2006-10-16,2.693,1.63
2006-10-17,2.653,1.624
2006-10-18,2.662,1.616
2006-10-19,2.821,1.627
2006-10-20,2.855,1.629
2006-10-23,2.909,1.644
2006-10-24,2.895,1.682
2006-10-25,2.917,1.884
2006-10-26,2.935,1.915
2006-10-27,2.872,1.912
2006-10-30,2.872,1.908
2006-10-31,2.896,1.905
2006-11-01,2.827,1.878
2006-11-02,2.821,1.873
2006-11-03,2.796,1.873
2006-11-06,2.847,1.911
2006-11-07,2.875,1.939
2006-11-08,2.945,1.974
2006-11-09,2.976,1.942
2006-11-10,2.969,1.963
2006-11-13,3.012,2.0
2006-11-14,3.036,2.076
2006-11-15,3.002,2.13
2006-11-16,3.058,2.142
2006-11-17,3.066,2.128
2006-11-20,3.088,2.122
2006-11-21,3.164,2.127
2006-11-22,3.225,2.148
2006-11-24,3.273,2.121
2006-11-27,3.198,2.043
2006-11-28,3.279,2.046
2006-11-29,3.279,2.032
2006-11-30,3.274,2.017
2006-12-01,3.261,1.971
2006-12-04,3.254,1.955
2006-12-05,3.26,1.949
2006-12-06,3.208,1.945
2006-12-07,3.109,1.906
2006-12-08,3.152,1.923
2006-12-11,3.17,1.935
2006-12-12,3.076,1.923
2006-12-13,3.18,1.925
2006-12-14,3.163,1.951
2006-12-15,3.133,2.0
2006-12-18,3.052,1.963
2006-12-19,3.083,1.971
2006-12-20,3.027,2.0
2006-12-21,2.961,1.995
2006-12-22,2.936,2.012
2006-12-26,2.911,1.99
2006-12-27,2.911,2.015
2006-12-28,2.888,2.011
2006-12-29,3.03,1.973
2007-01-03,2.993,1.935
2007-01-04,3.059,1.945
2007-01-05,3.038,1.918
2007-01-08,3.052,1.875
2007-01-09,3.306,1.889
2007-01-10,3.464,1.858
2007-01-11,3.421,1.87
2007-01-12,3.379,1.91
2007-01-16,3.468,1.933
2007-01-17,3.391,1.894
2007-01-18,3.181,1.849
2007-01-19,3.161,1.851
2007-01-22,3.1,1.848
2007-01-23,3.061,1.822
2007-01-24,3.096,1.863
2007-01-25,3.08,1.854
2007-01-26,3.049,1.843
2007-01-29,3.069,1.872
2007-01-30,3.055,1.852
2007-01-31,3.062,1.884
2007-02-01,3.026,1.935
2007-02-02,3.027,1.87
2007-02-05,2.998,1.858
2007-02-06,3.005,1.914
2007-02-07,3.077,1.949
2007-02-08,3.078,1.955
2007-02-09,2.974,1.936
2007-02-12,3.031,1.943
2007-02-13,3.025,1.966
2007-02-14,3.046,2.007
2007-02-15,3.043,2.003
2007-02-16,3.03,2.016
2007-02-20,3.068,2.076
2007-02-21,3.186,2.063
2007-02-22,3.197,2.05
2007-02-23,3.181,2.039
2007-02-26,3.166,2.044
2007-02-27,2.998,1.942
2007-02-28,3.022,1.957
2007-03-01,3.109,1.943
2007-03-02,3.05,1.884
2007-03-05,3.083,1.852
2007-03-06,3.15,1.929
2007-03-07,3.133,1.918
2007-03-08,3.143,1.905
2007-03-09,3.142,1.942
2007-03-12,3.21,1.941
2007-03-13,3.157,1.891
2007-03-14,3.214,1.904
2007-03-15,3.199,1.889
2007-03-16,3.2,1.893
2007-03-19,3.255,1.923
2007-03-20,3.267,1.929
2007-03-21,3.353,1.99
2007-03-22,3.356,1.975
2007-03-23,3.34,1.949
2007-03-26,3.423,1.951
2007-03-27,3.409,1.969
2007-03-28,3.33,1.967
2007-03-29,3.348,1.991
2007-03-30,3.318,1.99
2007-04-02,3.345,2.021
2007-04-03,3.375,2.06
2007-04-04,3.367,2.077
2007-04-05,3.381,2.084
2007-04-09,3.345,2.083
2007-04-10,3.366,2.093
2007-04-11,3.307,2.084
2007-04-12,3.293,2.114
2007-04-13,3.223,2.121
2007-04-16,3.265,2.26
2007-04-17,3.227,2.254
2007-04-18,3.229,2.25
2007-04-19,3.224,2.232
2007-04-20,3.249,2.248
2007-04-23,3.34,2.239
2007-04-24,3.33,2.238
2007-04-25,3.405,2.841
2007-04-26,3.53,3.139
2007-04-27,3.569,3.13
2007-04-30,3.564,3.067
2007-05-01,3.552,3.059
2007-05-02,3.585,3.059
2007-05-03,3.586,3.109
2007-05-04,3.6,3.161
2007-05-07,3.711,3.041
2007-05-08,3.752,3.092
2007-05-09,3.817,3.143
2007-05-10,3.834,3.046
2007-05-11,3.884,3.078
2007-05-14,3.906,3.085
2007-05-15,3.84,3.029
2007-05-16,3.834,3.161
2007-05-17,3.909,3.109
2007-05-18,3.929,3.165
2007-05-21,3.999,3.415
2007-05-22,4.055,3.444
2007-05-23,4.032,3.45
2007-05-24,3.953,3.468
2007-05-25,4.058,3.427
2007-05-29,4.084,3.481
2007-05-30,4.242,3.493
2007-05-31,4.328,3.457
2007-06-01,4.229,3.429
2007-06-04,4.333,3.521
2007-06-05,4.381,3.683
2007-06-06,4.416,3.615
2007-06-07,4.431,3.602
2007-06-08,4.446,3.662
2007-06-11,4.292,3.559
2007-06-12,4.299,3.504
2007-06-13,4.196,3.544
2007-06-14,4.241,3.597
2007-06-15,4.304,3.62
2007-06-18,4.468,3.592
2007-06-19,4.416,3.491
2007-06-20,4.341,3.455
2007-06-21,4.425,3.484
2007-06-22,4.393,3.443
2007-06-25,4.369,3.433
2007-06-26,4.273,3.374
2007-06-27,4.353,3.407
2007-06-28,4.306,3.445
2007-06-29,4.359,3.42
2007-07-02,4.331,3.481
2007-07-03,4.542,3.473
2007-07-05,4.741,3.437
2007-07-06,4.725,3.449
2007-07-09,4.655,3.603
2007-07-10,4.727,3.514
2007-07-11,4.728,3.537
2007-07-12,4.788,3.64
2007-07-13,4.919,3.755
2007-07-16,4.932,3.685
2007-07-17,4.961,3.69
2007-07-18,4.933,3.666
2007-07-19,5.0,3.667
2007-07-20,5.134,3.581
2007-07-23,5.132,3.587
2007-07-24,4.817,3.463
2007-07-25,4.902,4.309
2007-07-26,5.214,4.201
2007-07-27,5.138,4.202
2007-07-30,5.051,4.135
2007-07-31,4.706,3.927
2007-08-01,4.821,3.866
2007-08-02,4.875,3.985
2007-08-03,4.709,3.84
2007-08-06,4.83,3.95
2007-08-07,4.823,3.957
2007-08-08,4.786,3.889
2007-08-09,4.514,3.706
2007-08-10,4.464,3.739
2007-08-13,4.564,3.744
2007-08-14,4.43,3.673
2007-08-15,4.282,3.619
2007-08-16,4.18,3.64
2007-08-17,4.359,3.751
2007-08-20,4.365,3.735
2007-08-21,4.556,3.875
2007-08-22,4.733,3.925
2007-08-23,4.681,3.865
2007-08-24,4.832,3.963
2007-08-27,4.723,3.933
2007-08-28,4.529,3.811
2007-08-29,4.789,3.952
2007-08-30,4.866,3.934
2007-08-31,4.946,3.996
2007-09-04,5.149,4.135
2007-09-05,4.884,4.188
2007-09-06,4.822,4.31
2007-09-07,4.706,4.226
2007-09-10,4.883,4.167
2007-09-11,4.839,4.314
2007-09-12,4.888,4.365
2007-09-13,4.9,4.363
2007-09-14,4.958,4.389
2007-09-17,4.943,4.345
2007-09-18,5.033,4.438
2007-09-19,5.027,4.45
2007-09-20,5.011,4.483
2007-09-21,5.148,4.565
2007-09-24,5.296,4.63
2007-09-25,5.471,4.674
2007-09-26,5.456,4.672
2007-09-27,5.518,4.669
2007-09-28,5.481,4.658
2007-10-01,5.584,4.671
2007-10-02,5.659,4.618
2007-10-03,5.64,4.623
2007-10-04,5.58,4.613
2007-10-05,5.766,4.672
2007-10-08,5.997,4.792
2007-10-09,5.995,4.766
2007-10-10,5.957,4.733
2007-10-11,5.794,4.467
2007-10-12,5.973,4.619
2007-10-15,5.964,4.527
2007-10-16,6.056,4.477
2007-10-17,6.17,4.528
2007-10-18,6.196,4.493
2007-10-19,6.086,4.488
2007-10-22,6.227,4.565
2007-10-23,6.649,5.041
2007-10-24,6.64,4.437
2007-10-25,6.528,4.411
2007-10-26,6.596,4.5
2007-10-29,6.61,4.505
2007-10-30,6.679,4.412
2007-10-31,6.784,4.458
2007-11-01,6.694,4.383
2007-11-02,6.71,4.299
2007-11-05,6.649,4.219
2007-11-06,6.85,4.364
2007-11-07,6.654,4.352
2007-11-08,6.267,4.179
2007-11-09,5.906,3.945
2007-11-12,5.491,3.85
2007-11-13,6.07,3.993
2007-11-14,5.933,3.926
2007-11-15,5.868,3.892
2007-11-16,5.943,3.93
2007-11-19,5.855,3.959
2007-11-20,6.03,4.02
2007-11-21,6.016,3.988
2007-11-23,6.126,4.072
2007-11-26,6.162,4.065
2007-11-27,6.243,4.28
2007-11-28,6.436,4.515
2007-11-29,6.582,4.458
2007-11-30,6.508,4.528
2007-12-03,6.388,4.546
2007-12-04,6.422,4.72
2007-12-05,6.625,4.659
2007-12-06,6.784,4.711
2007-12-07,6.939,4.716
2007-12-10,6.936,4.651
2007-12-11,6.734,4.538
2007-12-12,6.816,4.564
2007-12-13,6.851,4.62
2007-12-14,6.8,4.454
2007-12-17,6.586,4.255
2007-12-18,6.535,4.345
2007-12-19,6.54,4.469
2007-12-20,6.686,4.529
2007-12-21,6.925,4.563
2007-12-24,7.1,4.551
2007-12-26,7.105,4.643
2007-12-27,7.092,4.713
2007-12-28,7.137,4.723
2007-12-31,7.074,4.632
2008-01-02,6.959,4.813
2008-01-03,6.962,4.76
2008-01-04,6.43,4.44
2008-01-07,6.344,4.441
2008-01-08,6.116,4.394
2008-01-09,6.407,4.261
2008-01-10,6.358,4.213
2008-01-11,6.167,4.054
2008-01-14,6.385,4.144
2008-01-15,6.037,4.012
2008-01-16,5.701,4.018
2008-01-17,5.746,4.006
2008-01-18,5.763,3.988
2008-01-22,5.559,3.924
2008-01-23,4.967,3.699
2008-01-24,4.843,3.884
2008-01-25,4.643,3.88
2008-01-28,4.643,3.791
2008-01-29,4.698,3.698
2008-01-30,4.721,3.71
2008-01-31,4.834,3.885
2008-02-01,4.777,3.731
2008-02-04,4.702,3.698
2008-02-05,4.62,3.605
2008-02-06,4.357,3.424
2008-02-07,4.33,3.545
2008-02-08,4.481,3.675
2008-02-11,4.623,3.76
2008-02-12,4.459,3.723
2008-02-13,4.621,3.887
2008-02-14,4.552,3.79
2008-02-15,4.451,3.648
2008-02-19,4.364,3.604
2008-02-20,4.422,3.682
2008-02-21,4.341,3.495
2008-02-22,4.266,3.604
2008-02-25,4.276,3.664
2008-02-26,4.255,3.585
2008-02-27,4.391,3.544
2008-02-28,4.64,3.392
2008-02-29,4.465,3.224
2008-03-03,4.348,3.122
2008-03-04,4.451,3.267
2008-03-05,4.446,3.25
2008-03-06,4.319,3.137
2008-03-07,4.366,3.205
2008-03-10,4.275,3.173
2008-03-11,4.548,3.358
2008-03-12,4.501,3.326
2008-03-13,4.569,3.416
2008-03-14,4.522,3.411
2008-03-17,4.526,3.327
2008-03-18,4.744,3.585
2008-03-19,4.631,3.509
2008-03-20,4.76,3.66
2008-03-24,4.983,3.798
2008-03-25,5.035,3.759
2008-03-26,5.181,3.69
2008-03-27,5.009,3.54
2008-03-28,5.108,3.488
2008-03-31,5.125,3.565
2008-04-01,5.34,3.835
2008-04-02,5.268,3.869
2008-04-03,5.415,3.747
2008-04-04,5.467,3.844
2008-04-07,5.568,3.845
2008-04-08,5.459,3.865
2008-04-09,5.409,3.72
2008-04-10,5.52,3.742
2008-04-11,5.255,3.6
2008-04-14,5.278,3.631
2008-04-15,5.299,3.625
2008-04-16,5.489,3.73
2008-04-17,5.518,3.702
2008-04-18,5.751,4.005
2008-04-21,6.006,4.009
2008-04-22,5.721,3.98
2008-04-23,5.818,4.05
2008-04-24,6.034,3.885
2008-04-25,6.062,4.043
2008-04-28,6.151,4.099
2008-04-29,6.252,4.037
2008-04-30,6.212,3.932
2008-05-01,6.429,3.968
2008-05-02,6.462,3.866
2008-05-05,6.597,3.796
2008-05-06,6.666,3.786
2008-05-07,6.521,3.659
2008-05-08,6.609,3.64
2008-05-09,6.552,3.621
2008-05-12,6.72,3.727
2008-05-13,6.784,3.728
2008-05-14,6.652,3.71
2008-05-15,6.776,3.806
2008-05-16,6.701,3.823
2008-05-19,6.557,4.115
2008-05-20,6.639,4.036
2008-05-21,6.364,3.915
2008-05-22,6.323,3.963
2008-05-23,6.47,3.917
2008-05-27,6.658,4.031
2008-05-28,6.679,4.004
2008-05-29,6.667,4.018
2008-05-30,6.741,4.081
2008-06-02,6.646,4.012
2008-06-03,6.62,4.005
2008-06-04,6.614,4.075
2008-06-05,6.765,4.226
2008-06-06,6.63,4.031
2008-06-09,6.486,3.972
2008-06-10,6.63,3.981
2008-06-11,6.458,3.864
2008-06-12,6.188,3.808
2008-06-13,6.156,3.959
2008-06-16,6.316,4.085
2008-06-17,6.48,4.149
2008-06-18,6.384,4.126
